測定局コード,測定局名称,住所,SO2,NO,NO2,NOX,CO,OX,NMHC,CH4,THC,SPM,PM2.5,SP,WD,WS,TEMP,HUM,問い合わせ先,局種別
34203010,竹原高校,竹原市竹原町３４４４－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,広島県,一般局
34204150,三原宮浦公園,三原市宮浦２丁目１－１,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,広島県,一般局
34204520,三原宮沖町,三原市宮沖町１１９－２,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,広島県,自排局
34205010,尾道東高校,尾道市東久保町１２－１,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,広島県,一般局
34207020,南小学校,福山市明治町４番１号,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,〇,◯,福山市,一般局
34207040,培遠中学校,福山市春日町３丁目１５番１８号,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福山市,一般局
34207060,向丘中学校,福山市水呑向丘１０７番地,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福山市,一般局
34207090,曙小学校,福山市曙町５丁目１６番３号,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,福山市,一般局
34207310,駅家北小学校,福山市駅家町法成寺６７番地,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福山市,一般局
34207320,松永小学校,福山市広島県,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,福山市,一般局
34207510,福山市役所,福山市東桜町３番５号,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,福山市,自排局
34208050,府中市教育センター,府中市元町１－５,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,広島県,一般局
34209020,三次市十日市町,三次市十日市町１６８－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,広島県,一般局
34211200,大竹油見公園,大竹市油見３丁目１１４３,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,広島県,一般局
34212030,東広島西条小学校,東広島市西条中央２丁目１５－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,広島県,一般局
34304010,海田高校,安芸郡海田町つくも町１－６０,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,広島県,一般局
34322030,廿日市桂公園,廿日市市桜尾本町,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,広島県,一般局
34369010,北広島町,山県郡北広島町壬生,×,×,×,×,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,広島県,一般局
34408010,河内入野,東広島市河内町入野５０４８－１,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,広島県,一般局
34427010,大崎小学校,豊田郡大崎上島町中野２０７８,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,広島県,一般局
34501010,神辺支所,福山市神辺町大字川北１３５６－１,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,福山市,一般局
35201010,小月局,下関市小月茶屋町２丁目３－５,◯,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,×,下関市,一般局
35201020,長府局,下関市長府亀の甲２丁目２－１,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,下関市,一般局
35201030,彦島局,下関市彦島迫町５丁目１３－２１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,下関市,一般局
35201040,山の田局,下関市山の田本町８－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,下関市,一般局
35201250,豊浦局,下関市豊浦町大字小串９１番３,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,下関市,一般局
35202020,宇部総合庁舎,宇部市琴芝１丁目1-50,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,×,×,×,山口県,一般局
35202030,岬児童公園,宇部市松山町５丁目9番地,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,山口県,一般局
35202360,厚南市民センター,宇部市厚南中央3丁目1－2,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,山口県,一般局
35203010,環境保健センター,山口市大字朝田字蛭田５３５,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,山口県,一般局
35204010,萩健康福祉センター,萩市江向川添沖田５３１－１,×,×,×,×,×,◯,×,×,×,×,◯,×,×,×,×,×,山口県,一般局
35205010,周南総合庁舎,周南市毛利町二丁目３８,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,山口県,一般局
35205030,櫛浜小学校,周南市大字栗屋680,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,山口県,一般局
35205040,徳山商工高校,周南市周陽３丁目1-1,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,山口県,一般局
35205520,三田川交差点,周南市大字徳山５８１１－７,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,山口県,自排局
35206010,防府市役所,防府市寿町７番１号,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,山口県,一般局
35206050,中関小学校,防府市大字浜方７４６－１,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,山口県,一般局
35207030,豊井小学校,下松市大字東豊井１１３４,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,山口県,一般局
35207090,下松市役所,下松市大手町３丁目３－３,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,山口県,一般局
35208010,麻里布小学校,岩国市山手町1丁目7-60,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,山口県,一般局
35208030,愛宕小学校,岩国市尾津町１丁目１番１１号,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,山口県,一般局
35209010,須恵健康公園,山陽小野田市須恵１丁目２番,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,山口県,一般局
35209020,竜王中学校,山陽小野田市大字小野田３９２３,◯,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,×,×,×,×,山口県,一般局
35210020,浅江中学校,光市花園町２丁目１番１号,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,山口県,一般局
35210040,光高校,光市大字光井６丁目１０－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,山口県,一般局
35211010,長門土木建築事務所,長門市東深川１８７５－１,×,×,×,×,×,◯,×,×,×,×,◯,×,×,×,×,×,山口県,一般局
35212010,柳井市役所,柳井市南町１丁目１０番２号,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,山口県,一般局
35213010,美祢さくら公園,美祢市伊佐１２０３４番地１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,山口県,一般局
35213020,美祢青嶺高校,美祢市大嶺町向原２９９－１,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,山口県,一般局
35214010,浦山送水場,周南市川崎３丁目３番６号,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,山口県,一般局
35214020,宮の前児童公園,周南市宮の前２丁目,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,山口県,一般局
35321010,和木コミュニティセンター,玖珂郡和木町大字和木２丁目１５番１号,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,山口県,一般局
36201010,川内,徳島市川内町竹須賀１５１,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,徳島県,一般局
36201030,応神,徳島市応神町吉成字西吉成９１－１,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,徳島県,一般局
36201080,徳島,徳島市新蔵町３丁目８０,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,徳島県,一般局
36201110,多家良,徳島市丈六町八万免１４,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,??????,一般局
36201510,自排徳島,徳島市新蔵町１丁目６７,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,徳島県,自排局
36202010,鳴門,鳴門市撫養町立岩字七枚１２８,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,徳島県,一般局
36203010,小松島,小松島市堀川町１－２７,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,徳島県,一般局
36204010,阿南,阿南市領家町野神３１９,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,徳島県,一般局
36204020,大潟,阿南市大潟町２１０－２,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,徳島県,一般局
36204030,山口,阿南市桑野町上張１５,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,徳島県,一般局
36204040,椿,阿南市椿町浜１４,×,◯,◯,◯,×,◯,×,×,×,×,×,×,◯,◯,×,×,徳島県,一般局
36204050,大野,阿南市下大野町渡り上り２５８,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,徳島県,一般局
36204060,宝田,阿南市宝田町中新開６８－１３,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,徳島県,一般局
36204070,橘,阿南市橘町豊浜３６－１５,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,徳島県,一般局
36204080,福井,阿南市福井町高田１１７－１５,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,徳島県,一般局
36205010,吉野川,吉野川市鴨島町鴨島106-2,×,◯,◯,◯,×,◯,×,×,×,×,◯,×,◯,◯,×,×,徳島県,一般局
36342010,神山,名西郡神山町神領字西上角25-4,×,◯,◯,◯,×,◯,×,×,×,×,◯,×,◯,◯,×,×,徳島県,一般局
36361010,那賀川,阿南市那賀川町黒地７０３－３,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,徳島県,一般局
36362010,羽ノ浦,阿南市羽ノ浦町岩脇字中地１１２－１,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,徳島県,一般局
36363010,鷲敷,那賀郡那賀町和喰郷字南川１１９,×,◯,◯,◯,×,◯,×,×,×,×,◯,×,◯,◯,×,×,徳島県,一般局
36381010,由岐,海部郡美波町西の地字魚呑３４－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,徳島県,一般局
36401010,松茂,板野郡松茂町住吉字住吉開拓１８７,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,徳島県,一般局
36402010,北島,板野郡北島町鯛浜字向４３－４,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,徳島県,一般局
36403010,藍住,板野郡藍住町奥野字猪熊１７５－２,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,徳島県,一般局
36461010,脇町,美馬市脇町大字猪尻字建神社下南７３,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,徳島県,一般局
36483010,池田,三好市池田町字マチ2551-1,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,徳島県,一般局
37201010,高松競輪場,高松市福岡町１－４－４６,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高松市,一般局
37201080,国分寺,高松市国分寺町新居１７１０-１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高松市,一般局
37201090,東部運動公園,高松市高松町1336-6,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高松市,一般局
37201100,南消防署香川分署,高松市香川町東上947-1,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,×,×,×,高松市,一般局
37201510,栗林公園前,高松市栗林町１－６－２５,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,高松市,自排局
37201540,高松市役所,高松市番町１－１１－２２,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,×,×,×,×,高松市,自排局
37201550,鶴尾コミュニティセンター,高松市田村町３０３－１,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,高松市,自排局
37202010,丸亀市役所,丸亀市大手町２－３－１,×,×,×,×,×,◯,×,×,×,×,◯,×,◯,◯,×,×,香川県,一般局
37202030,城坤小学校,丸亀市今津町３４８,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,香川県,一般局
37202070,青の山,丸亀市土器町東５－６９６,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,香川県,一般局
37203010,坂出市役所,坂出市久米町１－１８－２０,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,香川県,一般局
37203020,瀬居島,坂出市瀬居町西浦１６８８－４,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,香川県,一般局
37203040,相模坊神社,坂出市大屋富町２６２７－１,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,香川県,一般局
37203050,林田出張所,坂出市林田町６３６,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,香川県,一般局
37204010,善通寺市役所,善通寺市文京町２－１－１,×,×,×,×,×,◯,×,×,×,×,◯,×,◯,◯,×,×,香川県,一般局
37205010,観音寺市役所,観音寺市坂本町１－１－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,香川県,一般局
37206010,東讃保健福祉事務所,さぬき市津田町津田930番地2,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,香川県,一般局
37322010,小豆総合事務所,小豆郡土庄町渕崎甲２０７９－５,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,香川県,一般局
37364010,直島町役場,香川郡直島町１１２２－１,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,香川県,一般局
37386010,宇多津町役場,綾歌郡宇多津町1881,×,×,×,×,×,◯,×,×,×,×,◯,×,◯,◯,×,×,香川県,一般局
38201020,富久町,松山市富久町２７３,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,愛媛県,一般局
38201030,和気,松山市太山寺町１１０６－１,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,愛媛県,一般局
38201080,味生,松山市北斎院町７１２,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,愛媛県,一般局
38201090,垣生小学校,松山市西垣生町７４７,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,愛媛県,一般局
38201510,本町消防,松山市本町６－６－１,×,×,×,×,◯,×,×,×,×,×,×,×,×,×,×,×,愛媛県,自排局
38201530,朝生田,松山市朝生田町７丁目８３９,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,松山市,自排局
38202100,今治旭,今治市旭町1-4-9,×,×,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,愛媛県,一般局
38203010,宇和島,宇和島市天神町7-1,×,×,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,愛媛県,一般局
38204010,八幡浜,八幡浜市北浜1-3-37,×,×,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,愛媛県,一般局
38205010,金子,新居浜市久保田町１－甲６０５,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,愛媛県,一般局
38205060,中村,新居浜市本郷３－１－１,◯,◯,◯,◯,◯,◯,×,×,×,◯,◯,×,◯,◯,×,×,愛媛県,一般局
38205080,高津,新居浜市宇高町２－１３－７,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,愛媛県,一般局
38205090,泉川,新居浜市星原町７－８,×,◯,◯,◯,×,◯,×,×,×,×,×,×,◯,◯,×,×,愛媛県,一般局
38205100,多喜浜,新居浜市多喜浜１４２ー１５,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,愛媛県,一般局
38206050,西条,西条市大町４４５－２,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,愛媛県,一般局
38208030,川之江,四国中央市上分町８００,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,愛媛県,一般局
38209030,寒川,四国中央市寒川町１８６０－２,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,愛媛県,一般局
38209050,伊予三島,四国中央市三島宮川４－６－５３,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,愛媛県,一般局
38212040,東予,西条市壬生川１１６,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,愛媛県,一般局
38302020,土居,四国中央市土居町入野１７８－１,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,愛媛県,一般局
38323010,丹原,西条市丹原町今井４－イ,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,愛媛県,一般局
38380010,久万高原,上浮穴郡久万町菅生2番耕地280-38,×,×,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,愛媛県,一般局
38401010,松前,伊予郡松前町大字北黒田875,×,×,×,×,×,×,×,×,×,×,◯,×,◯,◯,×,×,愛媛県,一般局
38421010,大屋,大洲市長浜町今坊乙1874-3,◯,×,×,×,×,×,×,×,×,◯,◯,×,◯,◯,×,×,愛媛県,一般局
39201350,介良,高知市介良丙１０００－２,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高知市,一般局
39201360,南新田町,高知市南新田町５－６６,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,高知市,一般局
39201530,朝倉,高知市若草南町523-3,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,高知市,自排局
39203010,安芸,安芸市西浜95-1,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高知県,一般局
39204070,稲生,南国市稲生衣笠３０７５－２,×,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,×,高知県,一般局
39206020,旧須崎高等学校,須崎市下分甲391-2,◯,×,×,×,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高知県,一般局
39206080,押岡公園,須崎市押岡字山下,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,高知県,一般局
39210010,中村,四万十市具同5179,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高知県,一般局
39212010,土佐山田,香美市土佐山田町山田1128-1,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高知県,一般局
39381030,伊野合同庁舎,吾川郡いの町１３８１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高知県,一般局
39405950,国設檮原酸性雨,高岡郡檮原町太郎川3757-2,◯,◯,◯,◯,×,◯,×,×,×,×,◯,×,◯,◯,〇,◯,環境省,一般局
40101010,門司局,北九州市門司区大里原町１２－１２,◯,◯,◯,◯,×,◯,×,×,×,×,×,×,◯,◯,×,×,北九州市,一般局
40101020,松ヶ江局,北九州市門司区大字畑,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,北九州市,一般局
40101510,門司港自排局,北九州市門司区老松町３番地,×,◯,◯,◯,◯,◯,×,×,×,◯,◯,×,◯,◯,×,×,北九州市,自排局
40103010,若松局,北九州市若松区本町三丁目１３－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,北九州市,一般局
40103120,江川局,北九州市若松区高須北1丁目1番,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,北九州市,一般局
40103130,若松ひびき局,北九州市若松区向洋町15-1,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,北九州市,一般局
40105010,戸畑局,北九州市戸畑区新池一丁目２－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,北九州市,一般局
40106010,北九州局,北九州市小倉北区井堀二丁目７－１,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,北九州市,一般局
40106020,小倉局,北九州市小倉北区大門一丁目６－４８,×,◯,◯,◯,×,◯,×,×,×,×,×,×,◯,◯,×,×,北九州市,一般局
40106510,三萩野自排局,北九州市小倉北区三萩野一丁目,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,×,×,×,×,北九州市,自排局
40107020,曽根局,北九州市小倉南区下曽根四丁目２３－３８,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,北九州市,一般局
40107040,企救丘局,北九州市小倉南区企救丘二丁目１－１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,北九州市,一般局
40108010,八幡局,北九州市八幡東区中央一丁目２－４,◯,◯,◯,◯,×,◯,×,×,×,×,×,×,◯,◯,×,×,北九州市,一般局
40108510,西本町自排局,北九州市八幡東区西本町一丁目２０－２,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,北九州市,自排局
40109010,黒崎局,北九州市八幡西区筒井町１５－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,北九州市,一般局
40109030,塔野局,北九州市八幡西区塔野一丁目３－１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,北九州市,一般局
40109510,黒崎自排局,北九州市八幡西区黒崎三丁目,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,北九州市,自排局
40131010,東,福岡市東区筥松４－２１,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,福岡市,一般局
40131030,香椎,福岡市東区香住ヶ丘３－１０,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,福岡市,一般局
40132010,吉塚,福岡市博多区吉塚６－８,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福岡市,一般局
40132520,比恵,福岡市博多区東比恵１－３,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,福岡市,自排局
40132530,千鳥橋,福岡市博多区千代５－１,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,×,×,×,×,福岡市,自排局
40133020,春吉,福岡市中央区春吉１－１７－３８,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福岡市,一般局
40133510,天神,福岡市中央区天神２－１２,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,福岡市,自排局
40134010,南,福岡市南区塩原１－２７,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,福岡市,一般局
40134510,大橋,福岡市南区大橋３－１８,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,福岡市,自排局
40135020,長尾,福岡市城南区長尾５－１－１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福岡市,一般局
40135060,元岡,福岡市西区田尻東１－１７－１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福岡市,一般局
40135510,西新,福岡市早良区西新３－１－１,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,福岡市,自排局
40135520,別府橋,福岡市城南区別府１－２２,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,福岡市,自排局
40135530,石丸,福岡市西区石丸２－２５,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福岡市,自排局
40135540,今宿,福岡市西区今宿青木字草場１３７,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,福岡市,自排局
40137010,祖原,福岡市早良区祖原１５－７,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,〇,◯,福岡市,一般局
40202010,国設大牟田,大牟田市有明町２－３,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,環境省,一般局
40202050,七浦,大牟田市七浦町１５－１,◯,×,×,×,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,大牟田市,一般局
40202060,新地,大牟田市新地町７,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,大牟田市,一般局
40202080,橘,大牟田市橘６６４－１,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,大牟田市,一般局
40203060,えーるピア久留米,久留米市諏訪野町１８３０ー６,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,久留米市,一般局
40203070,三潴中学校,久留米市三潴町玉満2705,×,×,×,×,×,◯,×,×,×,◯,◯,×,×,×,×,×,久留米市,一般局
40203100,城南中学校,久留米市城南町１１－４,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,久留米市,一般局
40203110,田主丸中学校,久留米市田主丸町田主丸６５－１,×,×,×,×,×,◯,×,×,×,◯,◯,×,×,×,×,×,久留米市,一般局
40204010,直方,直方市津田町７－２０,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,福岡県,一般局
40205010,飯塚,飯塚市平恒54番地24,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福岡県,一般局
40206010,田川,田川市大字弓削田２８３８,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,福岡県,一般局
40210010,八女,八女市立花町谷川1156番地,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福岡県,一般局
40214010,豊前,豊前市大字吉木９５５,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,福岡県,一般局
40216010,筑後小郡,小郡市大字井上字尾辺田４３４,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,環境省,一般局
40220010,宗像,宗像市大字東郷１－２－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,福岡県,一般局
40221010,太宰府,太宰府市大字向佐野字迎田３９,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,福岡県,一般局
40222010,糸島,前原市大字浦志２１６－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,福岡県,一般局
40223510,古賀,古賀市大字鹿部４０１－３,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,福岡県,自排局
40228010,朝倉,朝倉市杷木池田483番地1,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福岡県,一般局
40342010,篠栗,糟屋郡篠栗町大字田中１番地１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福岡県,一般局
40563010,柳川,柳川市大字今古賀８－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,福岡県,一般局
40621010,苅田,京都郡苅田町富久町１丁目１９－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,福岡県,一般局
41201030,佐賀,佐賀市高木町１５－３０,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,佐賀県,一般局
41201040,三瀬,佐賀市三瀬村三瀬2970,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,佐賀県,一般局
